cbsacode,metrodivisioncode,csacode,cbsatitle,metropolitanmicropolitanstatis,metropolitandivisiontitle,csatitle,countycountyequivalent,statename,fipsstatecode,fipscountycode,centraloutlyingcounty
14820,,120,"Brevard, NC",Micropolitan Statistical Area,,"Asheville-Brevard, NC",Transylvania County,North Carolina,37,175,Central
28620,,545,"Kill Devil Hills, NC",Micropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Tyrrell County,North Carolina,37,177,Outlying
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Union County,North Carolina,37,179,Central
25780,,450,"Henderson, NC",Micropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Vance County,North Carolina,37,181,Central
39580,,450,"Raleigh, NC",Metropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Wake County,North Carolina,37,183,Central
14380,,,"Boone, NC",Micropolitan Statistical Area,,,Watauga County,North Carolina,37,189,Central
24140,,,"Goldsboro, NC",Metropolitan Statistical Area,,,Wayne County,North Carolina,37,191,Central
35900,,,"North Wilkesboro, NC",Micropolitan Statistical Area,,,Wilkes County,North Carolina,37,193,Central
48980,,468,"Wilson, NC",Micropolitan Statistical Area,,"Rocky Mount-Wilson-Roanoke Rapids, NC",Wilson County,North Carolina,37,195,Central
49180,,268,"Winston-Salem, NC",Metropolitan Statistical Area,,"Greensboro--Winston-Salem--High Point, NC",Yadkin County,North Carolina,37,197,Outlying
13900,,,"Bismarck, ND",Metropolitan Statistical Area,,,Burleigh County,North Dakota,38,15,Central
22020,,244,"Fargo, ND-MN",Metropolitan Statistical Area,,"Fargo-Wahpeton, ND-MN",Cass County,North Dakota,38,17,Central
24220,,,"Grand Forks, ND-MN",Metropolitan Statistical Area,,,Grand Forks County,North Dakota,38,35,Central
33500,,,"Minot, ND",Micropolitan Statistical Area,,,McHenry County,North Dakota,38,49,Outlying
13900,,,"Bismarck, ND",Metropolitan Statistical Area,,,Morton County,North Dakota,38,59,Central
13900,,,"Bismarck, ND",Metropolitan Statistical Area,,,Oliver County,North Dakota,38,65,Outlying
33500,,,"Minot, ND",Micropolitan Statistical Area,,,Renville County,North Dakota,38,75,Outlying
47420,,244,"Wahpeton, ND-MN",Micropolitan Statistical Area,,"Fargo-Wahpeton, ND-MN",Richland County,North Dakota,38,77,Central
13900,,,"Bismarck, ND",Metropolitan Statistical Area,,,Sioux County,North Dakota,38,85,Outlying
19860,,,"Dickinson, ND",Micropolitan Statistical Area,,,Stark County,North Dakota,38,89,Central
27420,,,"Jamestown, ND",Micropolitan Statistical Area,,,Stutsman County,North Dakota,38,93,Central
33500,,,"Minot, ND",Micropolitan Statistical Area,,,Ward County,North Dakota,38,101,Central
48780,,,"Williston, ND",Micropolitan Statistical Area,,,Williams County,North Dakota,38,105,Central
30620,,338,"Lima, OH",Metropolitan Statistical Area,,"Lima-Van Wert-Celina, OH",Allen County,Ohio,39,3,Central
11740,,360,"Ashland, OH",Micropolitan Statistical Area,,"Mansfield-Ashland-Bucyrus, OH",Ashland County,Ohio,39,5,Central
11780,,184,"Ashtabula, OH",Micropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Ashtabula County,Ohio,39,7,Central
11900,,,"Athens, OH",Micropolitan Statistical Area,,,Athens County,Ohio,39,9,Central
47540,,338,"Wapakoneta, OH",Micropolitan Statistical Area,,"Lima-Van Wert-Celina, OH",Auglaize County,Ohio,39,11,Central
48540,,,"Wheeling, WV-OH",Metropolitan Statistical Area,,,Belmont County,Ohio,39,13,Central
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Brown County,Ohio,39,15,Outlying
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Butler County,Ohio,39,17,Central
15940,,184,"Canton-Massillon, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Carroll County,Ohio,39,19,Outlying
46500,,212,"Urbana, OH",Micropolitan Statistical Area,,"Dayton-Springfield-Sidney, OH",Champaign County,Ohio,39,21,Central
44220,,212,"Springfield, OH",Metropolitan Statistical Area,,"Dayton-Springfield-Sidney, OH",Clark County,Ohio,39,23,Central
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Clermont County,Ohio,39,25,Central
48940,,178,"Wilmington, OH",Micropolitan Statistical Area,,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Clinton County,Ohio,39,27,Central
41400,,566,"Salem, OH",Micropolitan Statistical Area,,"Youngstown-Warren, OH-PA",Columbiana County,Ohio,39,29,Central
18740,,,"Coshocton, OH",Micropolitan Statistical Area,,,Coshocton County,Ohio,39,31,Central
15340,,360,"Bucyrus, OH",Micropolitan Statistical Area,,"Mansfield-Ashland-Bucyrus, OH",Crawford County,Ohio,39,33,Central
17460,,184,"Cleveland-Elyria, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Cuyahoga County,Ohio,39,35,Central
24820,,212,"Greenville, OH",Micropolitan Statistical Area,,"Dayton-Springfield-Sidney, OH",Darke County,Ohio,39,37,Central
19580,,,"Defiance, OH",Micropolitan Statistical Area,,,Defiance County,Ohio,39,39,Central
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Delaware County,Ohio,39,41,Central
41780,,184,"Sandusky, OH",Micropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Erie County,Ohio,39,43,Central
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Fairfield County,Ohio,39,45,Central
47920,,198,"Washington Court House, OH",Micropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Fayette County,Ohio,39,47,Central
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Franklin County,Ohio,39,49,Central
45780,,534,"Toledo, OH",Metropolitan Statistical Area,,"Toledo-Port Clinton, OH",Fulton County,Ohio,39,51,Outlying
38580,,,"Point Pleasant, WV-OH",Micropolitan Statistical Area,,,Gallia County,Ohio,39,53,Central
17460,,184,"Cleveland-Elyria, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Geauga County,Ohio,39,55,Central
19380,,212,"Dayton, OH",Metropolitan Statistical Area,,"Dayton-Springfield-Sidney, OH",Greene County,Ohio,39,57,Central
15740,,198,"Cambridge, OH",Micropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Guernsey County,Ohio,39,59,Central
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Hamilton County,Ohio,39,61,Central
22300,,248,"Findlay, OH",Micropolitan Statistical Area,,"Findlay-Tiffin, OH",Hancock County,Ohio,39,63,Central
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Hocking County,Ohio,39,73,Outlying
35940,,184,"Norwalk, OH",Micropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Huron County,Ohio,39,77,Central
27160,,,"Jackson, OH",Micropolitan Statistical Area,,,Jackson County,Ohio,39,79,Central
48260,,430,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Jefferson County,Ohio,39,81,Central
34540,,198,"Mount Vernon, OH",Micropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Knox County,Ohio,39,83,Central
17460,,184,"Cleveland-Elyria, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Lake County,Ohio,39,85,Central
26580,,170,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,,"Charleston-Huntington-Ashland, WV-OH-KY",Lawrence County,Ohio,39,87,Central
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Licking County,Ohio,39,89,Outlying
13340,,198,"Bellefontaine, OH",Micropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Logan County,Ohio,39,91,Central
17460,,184,"Cleveland-Elyria, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Lorain County,Ohio,39,93,Outlying
45780,,534,"Toledo, OH",Metropolitan Statistical Area,,"Toledo-Port Clinton, OH",Lucas County,Ohio,39,95,Central
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Madison County,Ohio,39,97,Outlying
49660,,566,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,,"Youngstown-Warren, OH-PA",Mahoning County,Ohio,39,99,Central
32020,,198,"Marion, OH",Micropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Marion County,Ohio,39,101,Central
17460,,184,"Cleveland-Elyria, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Medina County,Ohio,39,103,Central
16380,,338,"Celina, OH",Micropolitan Statistical Area,,"Lima-Van Wert-Celina, OH",Mercer County,Ohio,39,107,Central
19380,,212,"Dayton, OH",Metropolitan Statistical Area,,"Dayton-Springfield-Sidney, OH",Miami County,Ohio,39,109,Central
19380,,212,"Dayton, OH",Metropolitan Statistical Area,,"Dayton-Springfield-Sidney, OH",Montgomery County,Ohio,39,113,Central
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Morrow County,Ohio,39,117,Outlying
49780,,198,"Zanesville, OH",Micropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Muskingum County,Ohio,39,119,Central
38840,,534,"Port Clinton, OH",Micropolitan Statistical Area,,"Toledo-Port Clinton, OH",Ottawa County,Ohio,39,123,Central
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Perry County,Ohio,39,127,Outlying
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Pickaway County,Ohio,39,129,Outlying
10420,,184,"Akron, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Portage County,Ohio,39,133,Central
31900,,360,"Mansfield, OH",Metropolitan Statistical Area,,"Mansfield-Ashland-Bucyrus, OH",Richland County,Ohio,39,139,Central
17060,,198,"Chillicothe, OH",Micropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Ross County,Ohio,39,141,Central
23380,,,"Fremont, OH",Micropolitan Statistical Area,,,Sandusky County,Ohio,39,143,Central
39020,,170,"Portsmouth, OH",Micropolitan Statistical Area,,"Charleston-Huntington-Ashland, WV-OH-KY",Scioto County,Ohio,39,145,Central
45660,,248,"Tiffin, OH",Micropolitan Statistical Area,,"Findlay-Tiffin, OH",Seneca County,Ohio,39,147,Central
43380,,212,"Sidney, OH",Micropolitan Statistical Area,,"Dayton-Springfield-Sidney, OH",Shelby County,Ohio,39,149,Central
15940,,184,"Canton-Massillon, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Stark County,Ohio,39,151,Central
10420,,184,"Akron, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Summit County,Ohio,39,153,Central
49660,,566,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,,"Youngstown-Warren, OH-PA",Trumbull County,Ohio,39,155,Central
35420,,184,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Tuscarawas County,Ohio,39,157,Central
18140,,198,"Columbus, OH",Metropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Union County,Ohio,39,159,Outlying
46780,,338,"Van Wert, OH",Micropolitan Statistical Area,,"Lima-Van Wert-Celina, OH",Van Wert County,Ohio,39,161,Central
17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Warren County,Ohio,39,165,Central
31930,,425,"Marietta, OH",Micropolitan Statistical Area,,"Parkersburg-Marietta-Vienna, WV-OH",Washington County,Ohio,39,167,Central
49300,,,"Wooster, OH",Micropolitan Statistical Area,,,Wayne County,Ohio,39,169,Central
45780,,534,"Toledo, OH",Metropolitan Statistical Area,,"Toledo-Port Clinton, OH",Wood County,Ohio,39,173,Central
21120,,,"Elk City, OK",Micropolitan Statistical Area,,,Beckham County,Oklahoma,40,9,Central
20460,,206,"Durant, OK",Micropolitan Statistical Area,,"Dallas-Fort Worth, TX-OK",Bryan County,Oklahoma,40,13,Central
36420,,416,"Oklahoma City, OK",Metropolitan Statistical Area,,"Oklahoma City-Shawnee, OK",Canadian County,Oklahoma,40,17,Central
11620,,,"Ardmore, OK",Micropolitan Statistical Area,,,Carter County,Oklahoma,40,19,Central
45140,,538,"Tahlequah, OK",Micropolitan Statistical Area,,"Tulsa-Muskogee-Bartlesville, OK",Cherokee County,Oklahoma,40,21,Central
36420,,416,"Oklahoma City, OK",Metropolitan Statistical Area,,"Oklahoma City-Shawnee, OK",Cleveland County,Oklahoma,40,27,Central
30020,,,"Lawton, OK",Metropolitan Statistical Area,,,Comanche County,Oklahoma,40,31,Central
30020,,,"Lawton, OK",Metropolitan Statistical Area,,,Cotton County,Oklahoma,40,33,Outlying
46140,,538,"Tulsa, OK",Metropolitan Statistical Area,,"Tulsa-Muskogee-Bartlesville, OK",Creek County,Oklahoma,40,37,Central
48220,,,"Weatherford, OK",Micropolitan Statistical Area,,,Custer County,Oklahoma,40,39,Central
21420,,,"Enid, OK",Micropolitan Statistical Area,,,Garfield County,Oklahoma,40,47,Central
36420,,416,"Oklahoma City, OK",Metropolitan Statistical Area,,"Oklahoma City-Shawnee, OK",Grady County,Oklahoma,40,51,Outlying
11060,,,"Altus, OK",Micropolitan Statistical Area,,,Jackson County,Oklahoma,40,65,Central
38620,,,"Ponca City, OK",Micropolitan Statistical Area,,,Kay County,Oklahoma,40,71,Central
22900,,,"Fort Smith, AR-OK",Metropolitan Statistical Area,,,Le Flore County,Oklahoma,40,79,Outlying
36420,,416,"Oklahoma City, OK",Metropolitan Statistical Area,,"Oklahoma City-Shawnee, OK",Lincoln County,Oklahoma,40,81,Outlying
36420,,416,"Oklahoma City, OK",Metropolitan Statistical Area,,"Oklahoma City-Shawnee, OK",Logan County,Oklahoma,40,83,Central
36420,,416,"Oklahoma City, OK",Metropolitan Statistical Area,,"Oklahoma City-Shawnee, OK",McClain County,Oklahoma,40,87,Outlying
34780,,538,"Muskogee, OK",Micropolitan Statistical Area,,"Tulsa-Muskogee-Bartlesville, OK",Muskogee County,Oklahoma,40,101,Central
36420,,416,"Oklahoma City, OK",Metropolitan Statistical Area,,"Oklahoma City-Shawnee, OK",Oklahoma County,Oklahoma,40,109,Central
46140,,538,"Tulsa, OK",Metropolitan Statistical Area,,"Tulsa-Muskogee-Bartlesville, OK",Okmulgee County,Oklahoma,40,111,Outlying
46140,,538,"Tulsa, OK",Metropolitan Statistical Area,,"Tulsa-Muskogee-Bartlesville, OK",Osage County,Oklahoma,40,113,Central
33060,,309,"Miami, OK",Micropolitan Statistical Area,,"Joplin-Miami, MO-OK",Ottawa County,Oklahoma,40,115,Central
46140,,538,"Tulsa, OK",Metropolitan Statistical Area,,"Tulsa-Muskogee-Bartlesville, OK",Pawnee County,Oklahoma,40,117,Outlying
44660,,,"Stillwater, OK",Micropolitan Statistical Area,,,Payne County,Oklahoma,40,119,Central
32540,,,"McAlester, OK",Micropolitan Statistical Area,,,Pittsburg County,Oklahoma,40,121,Central
10220,,,"Ada, OK",Micropolitan Statistical Area,,,Pontotoc County,Oklahoma,40,123,Central
43060,,416,"Shawnee, OK",Micropolitan Statistical Area,,"Oklahoma City-Shawnee, OK",Pottawatomie County,Oklahoma,40,125,Central
46140,,538,"Tulsa, OK",Metropolitan Statistical Area,,"Tulsa-Muskogee-Bartlesville, OK",Rogers County,Oklahoma,40,131,Outlying
22900,,,"Fort Smith, AR-OK",Metropolitan Statistical Area,,,Sequoyah County,Oklahoma,40,135,Outlying
20340,,,"Duncan, OK",Micropolitan Statistical Area,,,Stephens County,Oklahoma,40,137,Central
25100,,,"Guymon, OK",Micropolitan Statistical Area,,,Texas County,Oklahoma,40,139,Central
46140,,538,"Tulsa, OK",Metropolitan Statistical Area,,"Tulsa-Muskogee-Bartlesville, OK",Tulsa County,Oklahoma,40,143,Central
46140,,538,"Tulsa, OK",Metropolitan Statistical Area,,"Tulsa-Muskogee-Bartlesville, OK",Wagoner County,Oklahoma,40,145,Central
12780,,538,"Bartlesville, OK",Micropolitan Statistical Area,,"Tulsa-Muskogee-Bartlesville, OK",Washington County,Oklahoma,40,147,Central
49260,,,"Woodward, OK",Micropolitan Statistical Area,,,Woodward County,Oklahoma,40,153,Central
18700,,440,"Corvallis, OR",Metropolitan Statistical Area,,"Portland-Vancouver-Salem, OR-WA",Benton County,Oregon,41,3,Central
38900,,440,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,,"Portland-Vancouver-Salem, OR-WA",Clackamas County,Oregon,41,5,Central
11820,,,"Astoria, OR",Micropolitan Statistical Area,,,Clatsop County,Oregon,41,7,Central
38900,,440,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,,"Portland-Vancouver-Salem, OR-WA",Columbia County,Oregon,41,9,Outlying
18300,,,"Coos Bay, OR",Micropolitan Statistical Area,,,Coos County,Oregon,41,11,Central
39260,,140,"Prineville, OR",Micropolitan Statistical Area,,"Bend-Redmond-Prineville, OR",Crook County,Oregon,41,13,Central
15060,,,"Brookings, OR",Micropolitan Statistical Area,,,Curry County,Oregon,41,15,Central
13460,,140,"Bend-Redmond, OR",Metropolitan Statistical Area,,"Bend-Redmond-Prineville, OR",Deschutes County,Oregon,41,17,Central
40700,,,"Roseburg, OR",Micropolitan Statistical Area,,,Douglas County,Oregon,41,19,Central
26220,,,"Hood River, OR",Micropolitan Statistical Area,,,Hood River County,Oregon,41,27,Central
32780,,366,"Medford, OR",Metropolitan Statistical Area,,"Medford-Grants Pass, OR",Jackson County,Oregon,41,29,Central
24420,,366,"Grants Pass, OR",Metropolitan Statistical Area,,"Medford-Grants Pass, OR",Josephine County,Oregon,41,33,Central
28900,,,"Klamath Falls, OR",Micropolitan Statistical Area,,,Klamath County,Oregon,41,35,Central
21660,,,"Eugene, OR",Metropolitan Statistical Area,,,Lane County,Oregon,41,39,Central
35440,,,"Newport, OR",Micropolitan Statistical Area,,,Lincoln County,Oregon,41,41,Central
10540,,440,"Albany, OR",Metropolitan Statistical Area,,"Portland-Vancouver-Salem, OR-WA",Linn County,Oregon,41,43,Central
36620,,147,"Ontario, OR-ID",Micropolitan Statistical Area,,"Boise City-Mountain Home-Ontario, ID-OR",Malheur County,Oregon,41,45,Central
41420,,440,"Salem, OR",Metropolitan Statistical Area,,"Portland-Vancouver-Salem, OR-WA",Marion County,Oregon,41,47,Central
25840,,,"Hermiston-Pendleton, OR",Micropolitan Statistical Area,,,Morrow County,Oregon,41,49,Outlying
38900,,440,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,,"Portland-Vancouver-Salem, OR-WA",Multnomah County,Oregon,41,51,Central
41420,,440,"Salem, OR",Metropolitan Statistical Area,,"Portland-Vancouver-Salem, OR-WA",Polk County,Oregon,41,53,Central
25840,,,"Hermiston-Pendleton, OR",Micropolitan Statistical Area,,,Umatilla County,Oregon,41,59,Central
29260,,,"La Grande, OR",Micropolitan Statistical Area,,,Union County,Oregon,41,61,Central
45520,,,"The Dalles, OR",Micropolitan Statistical Area,,,Wasco County,Oregon,41,65,Central
38900,,440,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,,"Portland-Vancouver-Salem, OR-WA",Washington County,Oregon,41,67,Central
38900,,440,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,,"Portland-Vancouver-Salem, OR-WA",Yamhill County,Oregon,41,71,Outlying
